timestamp,open,high,low,close,volume,RSI,MACD,MACD_signal,MACD_histograma,bb_upper,bb_lower,bb_middle,volume_ma
2017-09-19,4060.0,4089.97,3830.91,3910.04,902.332129,45.858821173501354,-148.39876362737823,-119.00047689320108,-29.398286734177148,4983.369135335545,3372.3158646644565,4177.842500000001,957.9909708499999
2017-09-20,3910.04,4046.08,3820.0,3900.0,720.935076,45.66380787201889,-141.4029850350612,-123.48097852157312,-17.92200651348807,4909.68002839285,3363.51597160715,4136.598,966.18988455
2017-09-21,3889.99,3910.0,3567.0,3609.99,1001.654084,40.328957018261576,-157.4452327472336,-130.27382936670523,-27.171403380528375,4810.598081134748,3340.1059188652525,4075.3520000000003,988.23927045
2017-09-22,3592.84,3750.0,3505.55,3595.87,838.966425,40.08341755181332,-169.3460794419875,-138.0882793817617,-31.257800060225804,4771.403868138694,3291.673131861306,4031.5385,983.73016195
2017-09-23,3595.88,3817.19,3542.91,3780.0,752.792791,44.8029074359221,-162.05180173056124,-142.88098385152162,-19.170817879039618,4708.618194410436,3281.5508055895634,3995.0845,986.8089916000001
2017-09-24,3779.54,3789.99,3622.76,3660.02,661.63639,42.45620417587939,-164.0612217375001,-147.11703142871733,-16.944190308782765,4699.331412170749,3246.828587829252,3973.0800000000004,950.1585804
2017-09-25,3660.02,3979.87,3653.69,3920.75,727.994713,48.73968223787526,-142.96693574022993,-146.28701229101986,3.320076550789935,4654.3926056381915,3247.195394361809,3950.7940000000003,925.1114082
2017-09-26,3928.0,3976.99,3850.05,3882.35,526.727987,47.90992323182332,-127.87406852595586,-142.60442353800707,14.730355012051206,4547.203549049162,3280.642450950838,3913.923,911.07962125
2017-09-27,3882.36,4249.94,3872.81,4193.0,628.170966,54.63793732716007,-89.810721636984,-132.04568315780244,42.234961520818445,4430.449344887022,3347.5356551129776,3888.9924999999994,917.4666708000001
2017-09-28,4192.11,4300.0,4101.0,4174.5,849.785325,54.18905908069068,-60.44131057996083,-117.72480864223412,57.283498062273296,4411.160918119835,3355.9940818801647,3883.5774999999994,903.34318475
2017-09-29,4178.98,4263.86,3952.01,4174.69,1602.309565,54.19322135377463,-36.727141682520596,-101.52527525029141,64.79813356777082,4396.152800988153,3362.5901990118464,3879.3714999999997,950.5195153999999
2017-09-30,4175.0,4380.0,4138.1,4378.51,720.353183,58.54454080809203,-1.469976401819622,-81.51421548059707,80.04423907877745,4442.845626120774,3340.7113738792273,3891.7785000000003,953.5185108
2017-10-01,4378.49,4406.52,4240.04,4378.48,726.963685,58.543659292044566,26.167517495046923,-59.97786888546827,86.14538638051519,4475.346745814359,3325.2112541856413,3900.279,954.8672417999999
2017-10-02,4400.0,4561.63,4360.0,4380.0,655.756974,58.5776911091292,47.64387291287676,-38.45352052579926,86.09739343867602,4513.074193530169,3309.1118064698303,3911.093,943.6735745499998
2017-10-03,4380.0,4467.33,4180.8,4310.0,1082.323563,56.2861134958839,58.343081597354285,-19.094200101168553,77.43728169852284,4555.973573750231,3302.743426249769,3929.3585,952.11662545
2017-10-04,4314.9,4373.0,4142.0,4208.59,868.465101,53.04837455449202,57.971087471547435,-3.6811425866253558,61.65223005817279,4517.202949752827,3443.471050247172,3980.3369999999995,912.2888033500001
2017-10-05,4208.59,4355.0,4110.0,4292.43,779.138638,55.33584182993051,63.707091077008045,9.796504146101324,53.91058693090672,4547.059939554024,3472.8570604459755,4009.9584999999997,852.80241065
2017-10-06,4318.99,4417.0,4292.0,4369.0,506.529176,57.37818294003371,73.58325240804425,22.55385379848991,51.029398609554335,4583.564225240896,3501.7577747591035,4042.661,813.2506718
2017-10-07,4369.0,4479.5,4312.56,4423.0,297.5975,58.80870439195925,84.79012236930521,35.00110751265297,49.78901485665224,4619.917527143483,3537.705472856518,4078.8115000000007,794.0219863
2017-10-08,4425.0,4658.0,4425.0,4640.0,518.462004,64.0328901707329,109.91470570226738,49.983827150575856,59.93087855169153,4702.136371125797,3515.985628874202,4109.061,768.44476375
2017-10-09,4640.0,4889.98,4550.0,4786.95,646.463145,67.0779419161255,140.06912619729792,68.00088695992028,72.06823923737764,4807.149201091118,3498.663798908882,4152.9065,755.65131455
2017-10-10,4786.95,4960.0,4680.59,4783.06,1043.221773,66.91643666892281,161.78784167121285,86.7582779021788,75.02956376903404,4894.814406438501,3499.3045935614996,4197.0595,771.7656494
2017-10-11,4783.06,4881.61,4710.0,4821.43,753.429396,67.74148272136915,180.02104790665908,105.41083190307486,74.61021600358421,4951.334336530887,3563.928663469112,4257.6314999999995,759.354415
2017-10-12,4821.43,5439.99,4810.16,5430.0,1276.701482,77.37769234347725,240.8016961206804,132.48900474659598,108.31269137408441,5146.136105057985,3552.5398949420137,4349.338,781.24116785
2017-10-13,5439.99,5846.17,5379.84,5649.98,1879.82762,79.73426842121364,303.22594533541724,166.63639286436023,136.589552471057,5377.408419958901,3508.2655800411003,4442.837,837.5929092999999
2017-10-14,5650.0,5900.0,5580.01,5869.99,970.759046,81.77867987421584,366.2289218388678,206.55489865926177,159.67402317960602,5606.605033870126,3500.065966129873,4553.335499999999,853.0490421000001
2017-10-15,5855.03,5922.3,5400.01,5709.99,1343.523375,75.79065079871992,398.6531464858581,244.97454822458104,153.67859826127705,5767.475212375857,3518.119787624142,4642.7975,883.8254752
2017-10-16,5710.0,5788.91,5585.19,5760.02,1528.996462,76.37321479594762,423.50468264534175,280.6805751087332,142.82410753660855,5904.424402154767,3568.9375978452335,4736.6810000000005,933.93889895
2017-10-17,5760.0,5774.98,5508.63,5595.0,1429.869376,70.35910188945164,424.985006614791,309.54146140994476,115.44354520484626,6003.523707717908,3610.0382922820936,4806.781000000001,974.02381945
2017-10-18,5595.0,5596.0,5037.95,5512.06,2317.804373,67.48279196844715,414.6853743217416,330.57024399230414,84.11513032943748,6071.085524641904,3676.232475358097,4873.659000000001,1047.4247718499998
2017-10-19,5513.0,5710.0,5490.26,5683.9,1881.722107,70.20088131485625,415.5981367779368,347.57582254943065,68.02231422850616,6151.051152257725,3747.1878477422742,4949.1195,1061.39539895
2017-10-20,5683.31,6110.0,5600.0,6010.01,1972.97722,74.54881594791476,437.591575890021,365.57897321754876,72.01260267247221,6286.879384680191,3774.5096153198087,5030.6945,1124.0266008
2017-10-21,6013.72,6171.0,5850.03,6024.97,1664.307693,74.7309622884609,451.02949455743783,382.6690774855266,68.36041707191123,6402.798506146683,3823.239493853317,5113.019,1170.8938011999999
2017-10-22,6003.27,6060.0,5720.03,5950.02,1362.092216,71.95263201721343,450.4389237748446,396.2230467433902,54.2158770314544,6484.397531091007,3898.6424689089918,5191.5199999999995,1206.2105632999999
2017-10-23,5975.0,6080.0,5621.03,5915.93,1812.557715,70.66576867101413,442.12358856027913,405.40315510676805,36.72043345351108,6534.860705992402,4008.7722940075982,5271.8165,1242.7222709
2017-10-24,5909.47,5925.0,5450.0,5477.03,2580.418767,56.624317618838326,395.5583135225388,403.4341867899222,-7.875873267383383,6502.081961656693,4168.3950383433075,5335.2385,1328.3199541999998
2017-10-25,5506.92,5704.96,5286.98,5689.99,2282.813205,60.70435775106132,371.55602323915264,397.0585540797683,-25.50253084061569,6477.34396480911,4332.8890351908885,5405.116499999999,1403.50368255
2017-10-26,5670.1,5939.99,5650.0,5861.77,1972.965882,63.67267791912985,362.2198012423214,390.09080351227897,-27.871002269957557,6456.682385766194,4502.8276142338045,5479.754999999999,1476.8255178499999
2017-10-27,5861.77,5980.0,5649.24,5768.83,1403.706416,60.988394874198974,343.36321932181545,380.74528667418633,-37.38206735237088,6401.236864199322,4692.856135800677,5547.0464999999995,1532.1309636499998
2017-10-28,5768.79,5850.02,5630.03,5719.64,1276.754412,59.557298052590944,320.7525842636205,368.74674619207315,-47.99416192845263,6348.956294383233,4853.1007056167655,5601.028499999999,1570.0455840500001
2017-10-29,5709.98,6189.88,5648.01,6169.98,1804.778173,67.15581288600478,335.3069575455056,362.0587884627597,-26.751830917254097,6357.540652670756,4982.819347329243,5670.179999999999,1627.96133545
2017-10-30,6133.01,6248.68,6030.0,6120.5,1473.687043,65.69532858563585,338.9416721390562,357.43536519801904,-18.493693058962833,6318.204691557018,5155.899308442981,5737.052,1649.4845989499997
2017-10-31,6120.52,6498.01,6100.0,6463.0,1511.774925,70.48088256684936,365.2487371666066,358.9980395917366,6.250697574870003,6317.646598655767,5320.614401344234,5819.1305,1687.4018754
2017-11-01,6463.0,6774.67,6338.02,6753.98,1675.615188,73.82207454052805,404.9093865509658,368.18030898358245,36.72907756738334,6498.1045635746905,5272.554436425311,5885.329500000001,1707.3475607
2017-11-02,6753.98,7300.0,6685.1,7019.98,2503.610803,76.44662206885853,452.5875661364207,385.0617604141501,67.5258057222706,6730.445719595601,5177.213280404399,5953.8295,1738.53671985
2017-11-03,7010.31,7346.34,6923.0,7115.04,1891.497592,77.32166864211302,492.3677060835853,406.5229495480372,85.84475653554807,6941.234641580816,5090.929358419185,6016.082,1784.57364715
2017-11-04,7115.02,7480.99,6901.0,7357.09,1399.191767,79.41842747776508,537.2322863147419,432.6648169013782,104.56746941336377,7179.963724054454,5016.910275945545,6098.437,1787.35706675
2017-11-05,7357.27,7590.25,7279.02,7345.01,1207.83233,79.02573511022334,565.2966464808642,459.19118281727543,106.10546366358875,7374.54144423132,4980.831555768679,6177.6865,1771.29886015
2017-11-06,7345.1,7401.0,6906.0,6960.12,1763.019261,67.5628595912844,550.1387902408651,477.38070430199343,72.75808593887166,7457.702359177945,5034.182640822053,6245.942499999999,1787.9563543999998
2017-11-07,6981.72,7198.49,6901.0,7064.04,1440.259494,68.87558364144863,540.2835035543585,489.96126415246647,50.322239401892034,7536.148417451386,5110.934582548614,6323.5415,1744.07911045
2017-11-08,7070.0,7770.02,6651.0,7303.0,2822.298802,71.71065816657101,545.4673843150249,501.0624881849782,44.40489613004672,7651.18821373317,5157.80478626683,6404.4965,1791.1079452
2017-11-09,7303.01,7392.0,7015.0,7079.99,1913.398308,65.69631651830178,525.5227053176541,505.95453161151335,19.568173706140726,7724.062651085971,5191.928348914027,6457.995499999999,1788.1289996
2017-11-10,7079.0,7279.91,6255.01,6506.98,3254.704105,53.32171917152421,458.1974701451527,496.40311931824124,-38.205649173088545,7732.528074994858,5231.663925005141,6482.096,1867.6488202
2017-11-11,6503.0,6797.98,6100.0,6245.05,2754.156861,48.7970069171719,379.33345432458736,472.9891863195105,-93.65573199492314,7728.6458335087555,5265.049166491244,6496.8475,1937.2520524499996
2017-11-12,6245.05,6630.0,5325.01,5811.03,4968.483069,42.379686228861225,278.5998413104744,434.1113173177033,-155.5114760072289,7734.097246320863,5249.107753679135,6491.602499999999,2095.04832015
2017-11-13,5839.94,6697.47,5699.99,6465.99,2621.243039,52.52595790697986,248.7500893329161,397.0390717207459,-148.28898238782978,7693.557551735019,5388.54344826498,6541.050499999999,2097.0895337499996
2017-11-14,6465.99,6684.98,6311.07,6574.99,1254.292531,53.97836809417841,231.2239293581015,363.87604324821706,-132.65211389011557,7669.6481551821125,5500.952844817886,6585.300499999999,2045.6635000499998
2017-11-15,6575.99,7298.0,6575.99,7240.06,1779.605845,61.6814968217938,267.9115940005331,344.6831533986803,-76.77155939814719,7720.918205085624,5587.511794914374,6654.214999999999,2035.9954982
2017-11-16,7240.14,7940.0,7076.0,7864.5,2331.95675,67.22796571697569,343.41524471468347,344.42957166188097,-1.0143269471975032,7868.103561232227,5649.893438767773,6758.9985,2082.4080149
2017-11-17,7876.98,7989.0,7451.0,7699.19,3982.395925,64.56362921549588,385.46984006377807,352.63762534226043,32.83221472151763,7931.1333267028185,5784.818673297181,6857.976,2217.6900905499997
2017-11-18,7680.01,7819.99,7422.0,7761.94,3954.266477,65.12857668322198,419.03147641917985,365.91639555764436,53.11508086153549,8030.77378270028,5844.374217299721,6937.5740000000005,2325.16450575
2017-11-19,7761.94,8123.15,7650.33,8038.0,3867.340444,67.57752400525695,462.5727986187767,385.24767616987083,77.32512244890586,8159.052480092319,5907.8455199076825,7033.4490000000005,2444.8471758
2017-11-20,8057.11,8319.99,7954.0,8212.0,3886.634348,69.05276207513424,505.29522713847564,409.2571863635918,96.03804077488383,8324.687712356092,5917.110287643909,7120.899,2563.5901469499995
2017-11-21,8212.49,8400.0,7801.0,8119.51,4544.474016,67.29984955977713,525.6307454699954,432.5318981848726,93.09884728512282,8455.263734499844,5923.087265500155,7189.175499999999,2707.03308835
2017-11-22,8091.09,8322.68,8091.09,8205.92,3545.00571,68.11423488369263,542.4661430748038,454.51874716285886,87.94739591194491,8586.360138374364,5910.584861625637,7248.472500000001,2759.1028337
2017-11-23,8233.03,8260.0,8000.0,8019.99,4093.952687,64.39784175830336,534.6422962629031,470.5434569828677,64.09883928003535,8671.123714253716,5916.316285746283,7293.719999999999,2869.22558845
2017-11-24,8019.97,8369.0,7850.0,8138.0,4411.789112,65.67784860454157,531.8336151850563,482.80148862330543,49.03212656175083,8758.56400612172,5906.966993878278,7332.7654999999995,3019.8554556999998
2017-11-25,8138.99,8734.78,8090.0,8700.01,4292.623682,71.02133031335958,568.4050061903326,499.9221921367109,68.48281405362172,8945.954806171203,5855.076193828796,7400.5154999999995,3174.0950233
2017-11-26,8700.04,9350.0,8604.72,9128.02,4147.380237,74.30254398204215,624.7235033461429,524.8824543785973,99.84104896754559,9211.687486331131,5806.1335136688685,7508.9105,3293.3130721
2017-11-27,9128.0,9654.28,9112.04,9650.0,4521.625707,77.62929546891708,703.3677560654132,560.5795147159606,142.78824134945262,9564.305193058508,5712.11180694149,7638.208499999999,3447.3813827500003
2017-11-28,9650.0,9939.0,9570.5,9896.8,4917.210985,79.01274058525334,776.6557859045524,603.7947689536791,172.86101695087336,9922.044421633658,5613.752578366342,7767.8985,3552.1269919000006
2017-11-29,9896.79,11300.03,8520.0,9687.88,13352.538715,74.79596960433348,808.5584214092378,644.7474994447908,163.81092196444695,10181.920798123838,5614.665201876163,7898.293000000001,4124.084012249999
2017-11-30,9687.88,10900.0,8850.8,9838.96,9389.574329,75.80169513518177,836.3909885834601,683.0761972725247,153.31479131093533,10403.699884659174,5726.0841153408255,8064.892,4430.827523450001
2017-12-01,9837.0,10898.0,9380.0,10782.99,6134.923633,80.92395234194846,923.9728461862433,731.2555270552684,192.71731913097483,10757.420702715539,5826.157297284463,8291.789,4599.86586205
2017-12-02,10775.04,11190.0,10620.0,10890.01,4765.439757,81.40451258518377,990.5987135823125,783.1241643606772,207.47454922163524,10983.092456123262,6108.38354387674,8545.738000000001,4589.7136964500005
2017-12-03,10902.69,11825.0,10500.0,11165.41,5346.636524,82.61801980203535,1053.478823780575,837.195096244657,216.28372753591816,11276.168314482187,6285.249685517811,8780.708999999999,4725.9833707
2017-12-04,11165.41,11600.0,10802.0,11579.0,4663.424562,84.27741395114457,1123.731345174876,894.5023460307008,229.2289991441752,11594.103459141388,6467.715540858611,9030.9095,4896.43997225
2017-12-05,11571.03,11853.0,11447.68,11699.99,5550.732055,84.73647380130457,1175.6180631313819,950.7254894508371,224.89257368054473,11928.68136867975,6579.130631320247,9253.905999999999,5084.99628275
2017-12-06,11699.99,13615.23,11665.58,13550.05,6707.946319,89.69239288521312,1350.4558271926726,1030.6715569992043,319.7842701934683,12721.962595988114,6354.404404011884,9538.1835,5303.7957612
2017-12-07,13541.01,16649.96,13050.0,16599.0,7487.065695,93.46071912496977,1715.2682539963334,1167.5908963986303,547.6773575977031,14300.468252470622,5665.879747529375,9983.173999999999,5479.029249699999
2017-12-08,16599.0,17204.99,14015.0,15880.0,17589.013136,85.52063964574447,1924.1866139821504,1318.9100399153344,605.276574066816,15282.719402044091,5495.434597955907,10389.077,6160.76658265
2017-12-09,15880.01,16269.3,12535.0,14656.07,13918.758687,73.9962527149956,1968.3055955780765,1448.7891510478828,519.5164445301937,15823.477408420624,5616.483591579376,10719.9805,6663.3374948
2017-12-10,14664.01,15720.12,12368.0,14899.98,16553.037173,74.72715404242355,1999.8981242292666,1559.0109456841597,440.88717854510696,16330.256285500098,5778.502714499899,11054.3795,7296.657636050001
2017-12-11,14946.26,17470.0,14901.08,16587.97,11820.401762,79.10441380214132,2136.5137164861335,1674.5114998445545,462.002216641579,17091.995289350474,5863.609710649528,11477.802500000002,7660.454023350001
2017-12-12,16587.97,16976.45,15875.0,16349.99,9436.802411,77.07751917477229,2200.21683045962,1779.6525659675676,420.5642644920522,17669.684133017934,6100.327866982066,11885.006,7955.0438584
2017-12-13,16349.99,16546.0,14666.56,16033.29,12416.328801,74.34735802876318,2199.7891638524125,1863.6798855445368,336.1092783078757,18054.063638040152,6517.278361959848,12285.671,8371.1626641
2017-12-14,16030.34,16445.0,15450.0,16334.98,11616.867151,75.24683255531626,2198.4517137886196,1930.6342511933535,267.8174625952661,18391.237210855874,6999.802789144127,12695.52,8731.41656605
2017-12-15,16334.98,17991.0,16298.45,17539.83,9181.273947,78.49054875440595,2268.463663581504,1998.2001336709836,270.26352991052045,18896.019332278054,7379.002667721942,13137.510999999999,8975.8490793
